State/District/Pincode,Year,Quarter,Registered_Users
605009,2020,2,16663
605011,2020,2,13873
605001,2020,2,12977
605013,2020,2,12367
605010,2020,2,12294
605007,2020,2,12240
puducherry,2020,3,239707
karaikal,2020,3,26910
yanam,2020,3,11054
mahe,2020,3,7502
605110,2020,3,32402
605107,2020,3,23636
605008,2020,3,22798
605004,2020,3,22436
605009,2020,3,18479
605011,2020,3,15322
605001,2020,3,14054
605007,2020,3,13851
605010,2020,3,13587
605013,2020,3,13559
puducherry,2020,4,267946
karaikal,2020,4,30982
yanam,2020,4,12131
mahe,2020,4,8567
605110,2020,4,36516
605107,2020,4,26885
605008,2020,4,25225
605004,2020,4,24940
605009,2020,4,20600
605011,2020,4,17122
605007,2020,4,15539
605001,2020,4,15397
605010,2020,4,15198
605013,2020,4,15108
puducherry,2021,1,290107
karaikal,2021,1,33876
yanam,2021,1,13005
mahe,2021,1,9291
605110,2021,1,39705
605107,2021,1,29175
605008,2021,1,27263
605004,2021,1,27010
605009,2021,1,22267
605011,2021,1,18462
605007,2021,1,16918
605001,2021,1,16548
605010,2021,1,16417
605013,2021,1,16376
puducherry,2021,2,309892
karaikal,2021,2,36328
yanam,2021,2,13854
mahe,2021,2,9887
605110,2021,2,42482
605107,2021,2,31257
605008,2021,2,29084
605004,2021,2,28831
605009,2021,2,23778
605011,2021,2,19690
605007,2021,2,18079
605001,2021,2,17658
605010,2021,2,17498
605013,2021,2,17467
puducherry,2021,3,332193
karaikal,2021,3,39011
yanam,2021,3,14823
mahe,2021,3,10582
605110,2021,3,45619
605107,2021,3,33660
605008,2021,3,31097
605004,2021,3,30853
605009,2021,3,25458
605011,2021,3,21041
605007,2021,3,19440
605001,2021,3,18888
605010,2021,3,18753
605013,2021,3,18675
puducherry,2021,4,354425
karaikal,2021,4,41695
yanam,2021,4,15809
mahe,2021,4,11238
605110,2021,4,48727
605107,2021,4,35995
605008,2021,4,33154
605004,2021,4,32915
605009,2021,4,27171
605011,2021,4,22408
605007,2021,4,20753
605001,2021,4,20108
605010,2021,4,19971
605013,2021,4,19909
puducherry,2022,1,375238
karaikal,2022,1,44201
yanam,2022,1,16747
mahe,2022,1,11865
605110,2022,1,51639
605107,2022,1,38173
605008,2022,1,35063
605004,2022,1,34846
605009,2022,1,28729
605011,2022,1,23684
605007,2022,1,22006
605001,2022,1,21245
605010,2022,1,21139
605013,2022,1,21038
puducherry,2022,2,394977
karaikal,2022,2,46573
yanam,2022,2,17644
mahe,2022,2,12469
605110,2022,2,54423
605107,2022,2,40308
605008,2022,2,36856
605004,2022,2,36618
605009,2022,2,30254
605011,2022,2,24910
605007,2022,2,23152
605001,2022,2,22300
605010,2022,2,22248
605013,2022,2,22133
puducherry,2022,3,415847
karaikal,2022,3,49034
yanam,2022,3,18606
mahe,2022,3,13083
605110,2022,3,57334
605107,2022,3,42562
605008,2022,3,38768
605004,2022,3,38540
605009,2022,3,31818
605011,2022,3,26199
605007,2022,3,24425
605001,2022,3,23444
605010,2022,3,23414
605013,2022,3,23272
puducherry,2022,4,436067
karaikal,2022,4,51364
yanam,2022,4,19579
mahe,2022,4,13639
605110,2022,4,60161
605107,2022,4,44713
605008,2022,4,40658
605004,2022,4,40383
605009,2022,4,33355
605011,2022,4,27461
605007,2022,4,25628
605001,2022,4,24593
605010,2022,4,24548
605013,2022,4,24424
puducherry,2023,1,455449
karaikal,2023,1,53685
yanam,2023,1,20481
mahe,2023,1,14204
605110,2023,1,62885
605107,2023,1,46763
605008,2023,1,42383
605004,2023,1,42155
605009,2023,1,34866
605011,2023,1,28704
605007,2023,1,26765
605010,2023,1,25639
605001,2023,1,25633
605013,2023,1,25534
puducherry,2023,2,472714
karaikal,2023,2,55776
yanam,2023,2,21261
mahe,2023,2,14680
605110,2023,2,65371
605107,2023,2,48667
605008,2023,2,43969
605004,2023,2,43746
605009,2023,2,36129
605011,2023,2,29754
605007,2023,2,27796
605010,2023,2,26577
605001,2023,2,26555
605013,2023,2,26451
puducherry,2023,3,491130
karaikal,2023,3,58040
yanam,2023,3,22161
mahe,2023,3,15219
605110,2023,3,68001
605107,2023,3,50686
605008,2023,3,45621
605004,2023,3,45469
605009,2023,3,37477
605011,2023,3,30844
605007,2023,3,28923
605010,2023,3,27573
605001,2023,3,27546
605013,2023,3,27482
puducherry,2023,4,508901
karaikal,2023,4,60186
yanam,2023,4,23033
mahe,2023,4,15718
605110,2023,4,70638
605107,2023,4,52708
605008,2023,4,47193
605004,2023,4,47060
605009,2023,4,38756
605011,2023,4,31926
605007,2023,4,30001
605010,2023,4,28512
605001,2023,4,28499
605013,2023,4,28441
puducherry,2024,1,528736
karaikal,2024,1,62687
yanam,2024,1,23967
mahe,2024,1,16273
605110,2024,1,73542
605107,2024,1,54917
605008,2024,1,49011
605004,2024,1,48829
605009,2024,1,40214
605011,2024,1,33153
605007,2024,1,31246
605010,2024,1,29601
605001,2024,1,29530
605013,2024,1,29454
puducherry,2024,2,548672
karaikal,2024,2,65076
yanam,2024,2,24917
mahe,2024,2,16821
605110,2024,2,76456
605107,2024,2,57076
605008,2024,2,50786
605004,2024,2,50660
605009,2024,2,41720
605011,2024,2,34347
605007,2024,2,32412
605010,2024,2,30689
605001,2024,2,30589
605013,2024,2,30565
puducherry,2024,3,511282
karaikal,2024,3,73963
yanam,2024,3,22351
mahe,2024,3,21736
605009,2024,3,53560
605110,2024,3,51156
605001,2024,3,47701
605008,2024,3,43197
605007,2024,3,34883
605011,2024,3,31957
609602,2024,3,28564
605004,2024,3,25305
605013,2024,3,24997
533464,2024,3,22351
puducherry,2024,4,524684
karaikal,2024,4,76256
yanam,2024,4,22823
mahe,2024,4,22395
605009,2024,4,55189
605110,2024,4,52790
605001,2024,4,48261
605008,2024,4,44448
605007,2024,4,35792
605011,2024,4,32727
609602,2024,4,29382
605004,2024,4,25835
605013,2024,4,25680
533464,2024,4,22823
ludhiana,2018,1,168625
sas nagar,2018,1,121113
patiala,2018,1,66507
amritsar,2018,1,59685
jalandhar,2018,1,57808
bathinda,2018,1,52466
fazilka,2018,1,44823
sangrur,2018,1,37485
hoshiarpur,2018,1,25348
gurdaspur,2018,1,21372
143001,2018,1,43359
141008,2018,1,22225
140603,2018,1,18219
140301,2018,1,17469
141001,2018,1,17181
147001,2018,1,16257
151001,2018,1,14526
152116,2018,1,14095
141003,2018,1,13657
140308,2018,1,12084
ludhiana,2018,2,230404
sas nagar,2018,2,161605
patiala,2018,2,90123
amritsar,2018,2,82735
jalandhar,2018,2,79991
bathinda,2018,2,70948
fazilka,2018,2,60134
sangrur,2018,2,50749
hoshiarpur,2018,2,34576
gurdaspur,2018,2,29910
143001,2018,2,59405
141008,2018,2,30839
140603,2018,2,24429
140301,2018,2,23138
141001,2018,2,22841
147001,2018,2,21810
151001,2018,2,19252
141003,2018,2,18767
152116,2018,2,18559
145001,2018,2,16592
ludhiana,2018,3,296414
sas nagar,2018,3,201458
patiala,2018,3,113902
amritsar,2018,3,108935
jalandhar,2018,3,104824
bathinda,2018,3,88508
fazilka,2018,3,73785
sangrur,2018,3,64978
hoshiarpur,2018,3,45862
gurdaspur,2018,3,39920
143001,2018,3,76846
141008,2018,3,40803
140603,2018,3,30767
141001,2018,3,28616
140301,2018,3,28551
147001,2018,3,27232
141003,2018,3,24088
151001,2018,3,23352
152116,2018,3,22303
145001,2018,3,21456
ludhiana,2018,4,378237
sas nagar,2018,4,250733
patiala,2018,4,142989
amritsar,2018,4,141933
jalandhar,2018,4,135966
bathinda,2018,4,109505
fazilka,2018,4,89590
sangrur,2018,4,82334
hoshiarpur,2018,4,59684
gurdaspur,2018,4,51644
143001,2018,4,99483
141008,2018,4,52833
140603,2018,4,38176
141001,2018,4,36199
140301,2018,4,35509
147001,2018,4,34358
141003,2018,4,31098
151001,2018,4,28272
145001,2018,4,27844
152116,2018,4,26604
ludhiana,2019,1,454370
sas nagar,2019,1,298288
amritsar,2019,1,171264
patiala,2019,1,169872
jalandhar,2019,1,164130
bathinda,2019,1,128070
fazilka,2019,1,104942
sangrur,2019,1,97326
hoshiarpur,2019,1,72128
gurdaspur,2019,1,62502
143001,2019,1,119228
141008,2019,1,64166
140603,2019,1,45359
141001,2019,1,42727
140301,2019,1,42199
147001,2019,1,40621
141003,2019,1,37255
145001,2019,1,33513
151001,2019,1,32544
152116,2019,1,30355
ludhiana,2019,2,528745
sas nagar,2019,2,343153
amritsar,2019,2,206517
patiala,2019,2,199960
jalandhar,2019,2,195283
bathinda,2019,2,145282
fazilka,2019,2,118707
sangrur,2019,2,111996
hoshiarpur,2019,2,86022
gurdaspur,2019,2,75170
143001,2019,2,142830
141008,2019,2,75374
140603,2019,2,51976
141001,2019,2,51332
140301,2019,2,49010
147001,2019,2,48451
141003,2019,2,43136
145001,2019,2,38854
151001,2019,2,36490
144001,2019,2,35403
ludhiana,2019,3,601479
sas nagar,2019,3,385263
amritsar,2019,3,238628
patiala,2019,3,229488
jalandhar,2019,3,225027
bathinda,2019,3,162800
fazilka,2019,3,132573
sangrur,2019,3,127329
hoshiarpur,2019,3,99272
gurdaspur,2019,3,87043
143001,2019,3,163956
141008,2019,3,86040
141001,2019,3,59363
140603,2019,3,58135
140301,2019,3,55421
147001,2019,3,55395
141003,2019,3,48731
145001,2019,3,43993
144001,2019,3,41150
151001,2019,3,41035
ludhiana,2019,4,671579
sas nagar,2019,4,422041
amritsar,2019,4,268663
patiala,2019,4,256911
jalandhar,2019,4,251259
bathinda,2019,4,180722
fazilka,2019,4,149868
sangrur,2019,4,143162
hoshiarpur,2019,4,113296
gurdaspur,2019,4,100393
143001,2019,4,181854
141008,2019,4,95986
141001,2019,4,65261
140603,2019,4,63297
147001,2019,4,60870
140301,2019,4,60612
141003,2019,4,53849
145001,2019,4,48845
144001,2019,4,45418
151001,2019,4,44790
ludhiana,2020,1,756590
sas nagar,2020,1,460416
amritsar,2020,1,303767
patiala,2020,1,287330
jalandhar,2020,1,282191
bathinda,2020,1,200425
fazilka,2020,1,168714
sangrur,2020,1,161513
hoshiarpur,2020,1,129693
gurdaspur,2020,1,116534
143001,2020,1,202216
141008,2020,1,107678
141001,2020,1,71885
140603,2020,1,68646
147001,2020,1,66785
140301,2020,1,66070
141003,2020,1,59951
145001,2020,1,53948
144001,2020,1,49899
151001,2020,1,48875
ludhiana,2020,2,853140
sas nagar,2020,2,498018
amritsar,2020,2,343732
patiala,2020,2,323801
jalandhar,2020,2,320498
bathinda,2020,2,222968
fazilka,2020,2,188515
sangrur,2020,2,183342
hoshiarpur,2020,2,153462
gurdaspur,2020,2,137571
143001,2020,2,223933
141008,2020,2,121221
141001,2020,2,78741
140603,2020,2,73870
147001,2020,2,73497
140301,2020,2,70939
141003,2020,2,66920
145001,2020,2,60258
144001,2020,2,54721
141007,2020,2,54075
ludhiana,2020,3,944936
sas nagar,2020,3,540527
amritsar,2020,3,383166
jalandhar,2020,3,359980
patiala,2020,3,358126
bathinda,2020,3,245674
fazilka,2020,3,208929
sangrur,2020,3,204491
hoshiarpur,2020,3,173002
gurdaspur,2020,3,155619
143001,2020,3,247481
141008,2020,3,134739
141001,2020,3,85126
147001,2020,3,80029
140603,2020,3,79903
140301,2020,3,77135
141003,2020,3,73781
145001,2020,3,65997
141007,2020,3,60291
144001,2020,3,59885
ludhiana,2020,4,1037696
sas nagar,2020,4,586500
amritsar,2020,4,423283
jalandhar,2020,4,396951
patiala,2020,4,391658
bathinda,2020,4,267808
fazilka,2020,4,228837
sangrur,2020,4,225211
hoshiarpur,2020,4,191711
gurdaspur,2020,4,173650
143001,2020,4,271907
141008,2020,4,148538
141001,2020,4,92089
147001,2020,4,86847
140603,2020,4,86818
140301,2020,4,83566
141003,2020,4,80862
145001,2020,4,71859
141007,2020,4,66530
144001,2020,4,65000
ludhiana,2021,1,1121835
sas nagar,2021,1,631136
amritsar,2021,1,456913
jalandhar,2021,1,428704
patiala,2021,1,421866
bathinda,2021,1,288460
fazilka,2021,1,247363
sangrur,2021,1,243382
hoshiarpur,2021,1,207567
gurdaspur,2021,1,187933
143001,2021,1,293006
141008,2021,1,160672
141001,2021,1,98982
140603,2021,1,93273
147001,2021,1,93261
140301,2021,1,89916
141003,2021,1,87313
145001,2021,1,77208
141007,2021,1,72244
144001,2021,1,69853
ludhiana,2021,2,1204126
sas nagar,2021,2,675022
amritsar,2021,2,489463
jalandhar,2021,2,459789
patiala,2021,2,452152
bathinda,2021,2,309805
fazilka,2021,2,265874
sangrur,2021,2,261746
hoshiarpur,2021,2,223227
gurdaspur,2021,2,201976
143001,2021,2,313340
141008,2021,2,172469
141001,2021,2,105913
147001,2021,2,99727
140603,2021,2,99698
140301,2021,2,96091
141003,2021,2,93638
145001,2021,2,82752
141007,2021,2,77652
144001,2021,2,74733
ludhiana,2021,3,1296796
sas nagar,2021,3,723884
amritsar,2021,3,525756
jalandhar,2021,3,494582
patiala,2021,3,486329
bathinda,2021,3,333661
fazilka,2021,3,287001
sangrur,2021,3,282372
hoshiarpur,2021,3,240996
gurdaspur,2021,3,217927
143001,2021,3,335748
141008,2021,3,185668
141001,2021,3,113616
147001,2021,3,106847
140603,2021,3,106702
140301,2021,3,102934
141003,2021,3,100724
145001,2021,3,88761
141007,2021,3,83818
144001,2021,3,80134
ludhiana,2021,4,1388951
sas nagar,2021,4,772068
amritsar,2021,4,560687
jalandhar,2021,4,528440
patiala,2021,4,519356
bathinda,2021,4,356940
fazilka,2021,4,307291
sangrur,2021,4,302394
hoshiarpur,2021,4,257735
gurdaspur,2021,4,232798
143001,2021,4,357742
141008,2021,4,198843
141001,2021,4,121266
147001,2021,4,113889
140603,2021,4,113615
140301,2021,4,109619
141003,2021,4,107724
145001,2021,4,94773
141007,2021,4,90040
144001,2021,4,85478
ludhiana,2022,1,1476288
sas nagar,2022,1,817209
amritsar,2022,1,593970
jalandhar,2022,1,560393
patiala,2022,1,550482
bathinda,2022,1,378864
fazilka,2022,1,327088
sangrur,2022,1,321129
hoshiarpur,2022,1,274004
gurdaspur,2022,1,247179
143001,2022,1,378399
141008,2022,1,211333
141001,2022,1,128376
147001,2022,1,120433
140603,2022,1,120123
140301,2022,1,115842
141003,2022,1,114354
145001,2022,1,100381
141007,2022,1,95916
144001,2022,1,90415
ludhiana,2022,2,1558996
sas nagar,2022,2,859976
amritsar,2022,2,625338
jalandhar,2022,2,590791
patiala,2022,2,579934
bathinda,2022,2,399793
fazilka,2022,2,345717
sangrur,2022,2,338752
hoshiarpur,2022,2,289259
gurdaspur,2022,2,260611
143001,2022,2,397926
141008,2022,2,223136
141001,2022,2,135133
147001,2022,2,126600
140603,2022,2,126324
140301,2022,2,121762
141003,2022,2,120731
145001,2022,2,105746
141007,2022,2,101491
144001,2022,2,95113
ludhiana,2022,3,1644780
sas nagar,2022,3,904073
amritsar,2022,3,656700
jalandhar,2022,3,621327
patiala,2022,3,608884
bathinda,2022,3,420285
fazilka,2022,3,363909
sangrur,2022,3,355769
hoshiarpur,2022,3,303683
gurdaspur,2022,3,273518
143001,2022,3,418302
141008,2022,3,235576
141001,2022,3,142144
147001,2022,3,132932
140603,2022,3,132797
140301,2022,3,127787
141003,2022,3,127410
145001,2022,3,111293
141007,2022,3,107341
144001,2022,3,100011
ludhiana,2022,4,1728119
sas nagar,2022,4,946603
amritsar,2022,4,686055
jalandhar,2022,4,649918
patiala,2022,4,635654
bathinda,2022,4,439064
fazilka,2022,4,380321
sangrur,2022,4,370649
hoshiarpur,2022,4,316389
gurdaspur,2022,4,284591
143001,2022,4,438058
141008,2022,4,247825
141001,2022,4,149085
140603,2022,4,139073
147001,2022,4,138928
141003,2022,4,133998
140301,2022,4,133738
145001,2022,4,116518
141007,2022,4,113238
144001,2022,4,104885
ludhiana,2023,1,1807587
sas nagar,2023,1,987246
amritsar,2023,1,715172
jalandhar,2023,1,677948
patiala,2023,1,662760
bathinda,2023,1,458473
fazilka,2023,1,397546
sangrur,2023,1,386728
hoshiarpur,2023,1,330374
gurdaspur,2023,1,296711
143001,2023,1,456622
141008,2023,1,259310
141001,2023,1,155573
140603,2023,1,144965
147001,2023,1,144751
141003,2023,1,140056
140301,2023,1,139296
145001,2023,1,121502
141007,2023,1,118808
144001,2023,1,109356
ludhiana,2023,2,1883319
sas nagar,2023,2,1024325
amritsar,2023,2,742659
jalandhar,2023,2,705082
patiala,2023,2,688795
bathinda,2023,2,477038
fazilka,2023,2,414974
sangrur,2023,2,402871
hoshiarpur,2023,2,344428
gurdaspur,2023,2,308841
143001,2023,2,473406
141008,2023,2,270095
141001,2023,2,161489
140603,2023,2,150206
147001,2023,2,150119
141003,2023,2,145745
140301,2023,2,144358
145001,2023,2,126098
141007,2023,2,124029
144001,2023,2,113407
ludhiana,2023,3,1957125
sas nagar,2023,3,1062990
amritsar,2023,3,771321
jalandhar,2023,3,732473
patiala,2023,3,715678
bathinda,2023,3,495871
fazilka,2023,3,431814
sangrur,2023,3,418793
hoshiarpur,2023,3,358108
gurdaspur,2023,3,320776
143001,2023,3,491581
141008,2023,3,280721
141001,2023,3,167486
140603,2023,3,155847
147001,2023,3,155727
141003,2023,3,151376
140301,2023,3,149749
145001,2023,3,131029
141007,2023,3,129075
144001,2023,3,117565
ludhiana,2023,4,2030159
sas nagar,2023,4,1099060
amritsar,2023,4,798214
jalandhar,2023,4,758342
patiala,2023,4,740516
bathinda,2023,4,513676
fazilka,2023,4,447755
sangrur,2023,4,433927
hoshiarpur,2023,4,371220
gurdaspur,2023,4,332236
143001,2023,4,508232
141008,2023,4,291098
141001,2023,4,173287
140603,2023,4,161077
147001,2023,4,160895
141003,2023,4,157030
140301,2023,4,154665
145001,2023,4,135470
141007,2023,4,134146
144001,2023,4,121534
ludhiana,2024,1,2111816
sas nagar,2024,1,1140194
amritsar,2024,1,828669
jalandhar,2024,1,787722
patiala,2024,1,768945
bathinda,2024,1,534058
fazilka,2024,1,465859
sangrur,2024,1,451041
hoshiarpur,2024,1,386238
gurdaspur,2024,1,345175
143001,2024,1,527175
141008,2024,1,302876
141001,2024,1,179815
140603,2024,1,166902
147001,2024,1,166846
141003,2024,1,163129
140301,2024,1,160411
145001,2024,1,140658
141007,2024,1,139661
144001,2024,1,125995
ludhiana,2024,2,2193835
sas nagar,2024,2,1182293
amritsar,2024,2,860199
jalandhar,2024,2,817774
patiala,2024,2,797912
bathinda,2024,2,553994
fazilka,2024,2,483712
sangrur,2024,2,468298
hoshiarpur,2024,2,401488
gurdaspur,2024,2,358468
143001,2024,2,546995
141008,2024,2,314626
141001,2024,2,186627
147001,2024,2,173056
140603,2024,2,172920
141003,2024,2,169340
140301,2024,2,166192
145001,2024,2,145881
141007,2024,2,145260
144001,2024,2,130764
ludhiana,2024,3,2288105
sas nagar,2024,3,1248412
amritsar,2024,3,932165
jalandhar,2024,3,855160
patiala,2024,3,756718
bathinda,2024,3,509440
hoshiarpur,2024,3,424706
fazilka,2024,3,395249
gurdaspur,2024,3,394383
sangrur,2024,3,334195
141007,2024,3,347108
141008,2024,3,334375
143001,2024,3,285574
141014,2024,3,235865
141003,2024,3,193221
141001,2024,3,189562
143006,2024,3,189028
140301,2024,3,174042
140603,2024,3,139003
145001,2024,3,136188
ludhiana,2024,4,2352294
sas nagar,2024,4,1284134
amritsar,2024,4,960254
jalandhar,2024,4,880313
patiala,2024,4,778895
bathinda,2024,4,524150
hoshiarpur,2024,4,438513
fazilka,2024,4,407727
gurdaspur,2024,4,407049
sangrur,2024,4,344663
141007,2024,4,356363
141008,2024,4,343651
143001,2024,4,293907
141014,2024,4,241415
141003,2024,4,198602
141001,2024,4,194847
143006,2024,4,194549
140301,2024,4,178947
140603,2024,4,142781
145001,2024,4,139792
jaipur,2018,1,900773
alwar,2018,1,203096
jodhpur,2018,1,172648
kota,2018,1,141411
sikar,2018,1,133983
ajmer,2018,1,118458
udaipur,2018,1,111919
bhilwara,2018,1,111753
nagaur,2018,1,101581
jhunjhunu,2018,1,98912
302012,2018,1,68098
302020,2018,1,50344
302029,2018,1,49859
302015,2018,1,47908
311001,2018,1,46853
302017,2018,1,45661
301001,2018,1,39681
302001,2018,1,39025
335001,2018,1,36679
313001,2018,1,36182
jaipur,2018,2,1182983
alwar,2018,2,275869
jodhpur,2018,2,229215
kota,2018,2,184759
sikar,2018,2,178308
ajmer,2018,2,157947
bhilwara,2018,2,149055
udaipur,2018,2,146348
nagaur,2018,2,138240
jhunjhunu,2018,2,134221
302012,2018,2,89071
302020,2018,2,65233
302029,2018,2,64493
311001,2018,2,61741
302015,2018,2,61369
302017,2018,2,58627
301001,2018,2,52321
302001,2018,2,51641
335001,2018,2,48196
313001,2018,2,46898
jaipur,2018,3,1438305
alwar,2018,3,345018
jodhpur,2018,3,278965
kota,2018,3,218406
sikar,2018,3,216465
ajmer,2018,3,193489
bhilwara,2018,3,184376
udaipur,2018,3,176698
nagaur,2018,3,170749
jhunjhunu,2018,3,162942
302012,2018,3,107088
302020,2018,3,79083
302029,2018,3,77899
302015,2018,3,73697
311001,2018,3,73337
302017,2018,3,70843
301001,2018,3,62988
302001,2018,3,62534
335001,2018,3,57250
302013,2018,3,55784
jaipur,2018,4,1733893
alwar,2018,4,426052
jodhpur,2018,4,352924
kota,2018,4,263264
sikar,2018,4,262310
ajmer,2018,4,237037
bhilwara,2018,4,225409
udaipur,2018,4,216089
nagaur,2018,4,210067
jhunjhunu,2018,4,196607
302012,2018,4,128747
302020,2018,4,94293
302029,2018,4,93316
302015,2018,4,87634
311001,2018,4,87612
302017,2018,4,84185
301001,2018,4,75902
302001,2018,4,75261
335001,2018,4,70925
302013,2018,4,67335
jaipur,2019,1,2060175
alwar,2019,1,517681
jodhpur,2019,1,434178
sikar,2019,1,318166
kota,2019,1,318085
ajmer,2019,1,290433
bhilwara,2019,1,276384
nagaur,2019,1,259361
udaipur,2019,1,258915
jhunjhunu,2019,1,238956
302012,2019,1,152051
302029,2019,1,110968
302020,2019,1,109680
311001,2019,1,105316
302015,2019,1,100778
302017,2019,1,97262
301001,2019,1,89896
302001,2019,1,89061
335001,2019,1,82868
302013,2019,1,79661
jaipur,2019,2,2290462
alwar,2019,2,593855
jodhpur,2019,2,499967
sikar,2019,2,366729
kota,2019,2,359152
ajmer,2019,2,335167
bhilwara,2019,2,314517
nagaur,2019,2,301083
udaipur,2019,2,296062
jhunjhunu,2019,2,275603
302012,2019,2,168578
302029,2019,2,122421
302020,2019,2,120003
311001,2019,2,118290
302015,2019,2,109679
302017,2019,2,105403
302001,2019,2,104285
301001,2019,2,101785
335001,2019,2,92230
313001,2019,2,90885
jaipur,2019,3,2520933
alwar,2019,3,666462
jodhpur,2019,3,557784
sikar,2019,3,412367
kota,2019,3,399776
ajmer,2019,3,378921
bhilwara,2019,3,352747
nagaur,2019,3,337197
udaipur,2019,3,336408
jhunjhunu,2019,3,307034
302012,2019,3,185991
302029,2019,3,134500
311001,2019,3,131583
302020,2019,3,130651
302015,2019,3,118374
302001,2019,3,117686
302017,2019,3,114314
301001,2019,3,112490
313001,2019,3,103927
335001,2019,3,101510
jaipur,2019,4,2746860
alwar,2019,4,742956
jodhpur,2019,4,622601
sikar,2019,4,464940
kota,2019,4,441496
ajmer,2019,4,426926
bhilwara,2019,4,394803
nagaur,2019,4,383582
udaipur,2019,4,378564
jhunjhunu,2019,4,344011
302012,2019,4,201766
302029,2019,4,146384
311001,2019,4,143656
302020,2019,4,140229
302001,2019,4,128922
302015,2019,4,126802
301001,2019,4,122776
302017,2019,4,122407
313001,2019,4,115454
334001,2019,4,112040
jaipur,2020,1,2966508
alwar,2020,1,825297
jodhpur,2020,1,695569
sikar,2020,1,522371
kota,2020,1,483202
ajmer,2020,1,482545
bhilwara,2020,1,442746
nagaur,2020,1,437492
udaipur,2020,1,422167
jhunjhunu,2020,1,386643
302012,2020,1,217583
302029,2020,1,158044
311001,2020,1,157136
302020,2020,1,149472
302001,2020,1,139859
302015,2020,1,133707
301001,2020,1,133372
302017,2020,1,129853
313001,2020,1,127121
334001,2020,1,123837
jaipur,2020,2,3182014
alwar,2020,2,915475
jodhpur,2020,2,786584
sikar,2020,2,589850
ajmer,2020,2,543273
kota,2020,2,529843
nagaur,2020,2,507139
bhilwara,2020,2,494563
udaipur,2020,2,470976
jhunjhunu,2020,2,438673
302012,2020,2,233663
311001,2020,2,169810
302029,2020,2,168150
302020,2020,2,157169
302001,2020,2,149077
301001,2020,2,143723
302015,2020,2,139198
313001,2020,2,138209
334001,2020,2,136562
302017,2020,2,136122
jaipur,2020,3,3433167
alwar,2020,3,1008033
jodhpur,2020,3,870849
sikar,2020,3,652190
ajmer,2020,3,605298
kota,2020,3,577117
nagaur,2020,3,564788
bhilwara,2020,3,548564
udaipur,2020,3,522695
jhunjhunu,2020,3,484411
302012,2020,3,253003
311001,2020,3,183544
302029,2020,3,181754
302020,2020,3,168113
302001,2020,3,159231
301001,2020,3,154881
313001,2020,3,151034
334001,2020,3,149863
302015,2020,3,147454
302017,2020,3,144656
jaipur,2020,4,3679874
alwar,2020,4,1096436
jodhpur,2020,4,956422
sikar,2020,4,712668
ajmer,2020,4,667786
kota,2020,4,625674
nagaur,2020,4,621602
bhilwara,2020,4,600492
udaipur,2020,4,572833
jhunjhunu,2020,4,527749
302012,2020,4,271971
311001,2020,4,197187
302029,2020,4,194929
302020,2020,4,179165
302001,2020,4,169285
301001,2020,4,165747
313001,2020,4,164021
334001,2020,4,163859
302015,2020,4,155888
302017,2020,4,153346
jaipur,2021,1,3951866
alwar,2021,1,1185599
jodhpur,2021,1,1036855
sikar,2021,1,770103
ajmer,2021,1,723852
kota,2021,1,674683
nagaur,2021,1,674465
bhilwara,2021,1,651400
udaipur,2021,1,619264
jhunjhunu,2021,1,569602
302012,2021,1,292147
311001,2021,1,212281
302029,2021,1,209507
302020,2021,1,191909
302001,2021,1,180996
301001,2021,1,178156
334001,2021,1,177076
313001,2021,1,176646
302015,2021,1,166517
302017,2021,1,164063
jaipur,2021,2,4226231
alwar,2021,2,1273307
jodhpur,2021,2,1114131
sikar,2021,2,826855
ajmer,2021,2,776294
nagaur,2021,2,726871
kota,2021,2,722793
bhilwara,2021,2,701929
udaipur,2021,2,664816
jhunjhunu,2021,2,611825
302012,2021,2,312285
311001,2021,2,227209
302029,2021,2,223910
302020,2021,2,204686
302001,2021,2,192943
301001,2021,2,190560
334001,2021,2,189777
313001,2021,2,188708
302015,2021,2,177498
302017,2021,2,174826
jaipur,2021,3,4534297
alwar,2021,3,1374586
jodhpur,2021,3,1202937
sikar,2021,3,892015
ajmer,2021,3,835375
nagaur,2021,3,787565
kota,2021,3,777099
bhilwara,2021,3,760232
udaipur,2021,3,716657
jhunjhunu,2021,3,660246
302012,2021,3,335006
311001,2021,3,244096
302029,2021,3,240131
302020,2021,3,218927
302001,2021,3,206038
301001,2021,3,204447
334001,2021,3,204021
313001,2021,3,202038
302015,2021,3,189635
302017,2021,3,186862
jaipur,2021,4,4841883
alwar,2021,4,1474129
jodhpur,2021,4,1288773
sikar,2021,4,955025
ajmer,2021,4,892912
nagaur,2021,4,845508
kota,2021,4,831250
bhilwara,2021,4,816969
udaipur,2021,4,767224
jhunjhunu,2021,4,706897
302012,2021,4,357814
311001,2021,4,261008
302029,2021,4,256592
302020,2021,4,233202
302001,2021,4,219208
301001,2021,4,218321
334001,2021,4,218086
313001,2021,4,215569
302015,2021,4,201866
302017,2021,4,199101
jaipur,2022,1,5133527
alwar,2022,1,1570711
jodhpur,2022,1,1370206
sikar,2022,1,1017503
ajmer,2022,1,947827
nagaur,2022,1,901819
kota,2022,1,882916
bhilwara,2022,1,871188
udaipur,2022,1,816476
jhunjhunu,2022,1,752608
302012,2022,1,379201
311001,2022,1,276732
302029,2022,1,271894
302020,2022,1,246589
301001,2022,1,231537
302001,2022,1,231535
